x  trans_id,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,customer_id
320704,04-01-2024 10:46,3.03049E+13,"fraud_Mannan, Sagar and Kala Pvt Ltd",online_shopping,200.08,Onkar,Iyer,M,"H.No. 648, Bhatnagar Circle, Ongole 057328",,,74.390634,-88.715665,786318,Warden/ranger,04-07-1987,74.388608,-88.707879,0,5.30E+17
173928,10/21/2023 9:34,2.71273E+15,fraud_Rastogi Ltd Pvt Ltd,travel,9211.65,Ivan,Atwal,F,"H.No. 64, Ravi Ganj, Rourkela-295738",Udaipur,Andhra Pradesh,-55.7639525,160.177982,,Data processing manager,11-10-1938,,160.16459,0,3.77E+18
203858,12/15/2022 16:50,4.83451E+15,,online_shopping,9776.22,Drishya,Date,F,"H.No. 13, Basak Chowk, Chinsurah 318190",Malda,Nagaland,-71.103551,-72.95337,139058,Horticultural consultant,,-71.095969,-72.952605,1,4.02E+18
,04-04-2023 06:50,3.50005E+15,fraud_Khanna Ltd Pvt Ltd,fitness_and_medical,9182.83,Miraya,Babu,F,"H.No. 017, Kumar Street, Ranchi-224726",,Bihar,-62.6868585,170.937983,649341,Ceramics designer,7/27/1986,-62.690823,170.939794,0,-2.52E+18
311172,10/26/2022 1:44,5.60051E+11,fraud_Chaudhari Group Pvt Ltd,entertainment,4333.7,Sahil,Rao,M,"H.No. 320, Bora Ganj, Bikaner-548220",,Bihar,82.6638535,71.942578,564012,Logistics and distribution manager,03-11-1950,82.67613,71.923776,1,
525834,09-05-2022 01:52,3.80663E+13,"fraud_Gulati, Contractor and Hora Pvt Ltd",entertainment,4402.57,Kavya,Verma,F,"678, Barman Street, Morbi-913917",Haldia,Nagaland,-67.6560025,-42.646856,264377,,08-11-1999,-67.642091,-42.655543,1,2.57E+17
322074,4/18/2023 6:30,2.13182E+14,"fraud_Bhalla, Wadhwa and Sarin Pvt Ltd",fitness_and_medical,542.89,Riaan,Sachdeva,M,"03/037, Srivastava Circle, Bijapur-258385",Pallavaram,Sikkim,28.890278,11.340253,40770,"Conservator, museum/gallery",02-11-2005,28.897518,11.358012,1,-2.77E+18
436699,6/22/2023 11:15,3.05216E+13,fraud_Walla and Sons Pvt Ltd,fitness_and_medical,2476.03,Aaryahi,,F,"93/467, Chad Chowk, Ballia-425737",Dehradun,Rajasthan,,105.667789,149456,Operational investment banker,07-08-1992,,105.659675,1,3.47E+18
340782,4/29/2022 0:06,3.58356E+15,,entertainment,,Vivaan,Bhandari,F,"38, Madan Road, Karimnagar 671722",Udaipur,Karnataka,13.6087515,158.377934,516918,"Administrator, education",10/20/1951,13.597593,158.395362,,-1.48E+16
438588,11/18/2022 23:28,3.02574E+13,fraud_Saraf PLC Pvt Ltd,travel,3500.9,Raunak,,M,"H.No. 64, Apte Nagar, Bhatpara 169380",Pune,Uttarakhand,-0.135593,-171.239673,14795,"Biochemist, clinical",01-05-1978,-0.143582,,1,-2.07E+18
863303,9/18/2022 23:30,5.03864E+11,fraud_Brar-Brahmbhatt Pvt Ltd,travel,2967.16,Anaya,Kamdar,M,"01/28, Chandra Path, Sagar 203284",Bardhaman,Himachal Pradesh,20.201716,-79.78533,845481,,2/19/1939,20.215767,-79.790787,0,1.06E+18
393516,6/29/2023 5:44,4.61322E+12,fraud_Ahuja-Chanda Pvt Ltd,entertainment,8250.53,Ivan,Mann,F,"02/178, Swaminathan Nagar, Jabalpur 528277",Unnao,Jharkhand,86.6255825,-43.427319,391762,"Designer, furniture",03-07-1953,86.610597,-43.420373,1,-3.01E+18
650488,,4.43E+18,fraud_Kata-Kapadia Pvt Ltd,fitness_and_medical,2771.66,,Kala,F,"23, Bhagat Marg, Chennai 726538",Ambattur,Tripura,,93.742551,320468,"Investment banker, operational",8/27/1980,70.005915,93.736114,1,-1.74E+17
103714,9/18/2022 19:13,4.67478E+15,fraud_Divan Group Pvt Ltd,entertainment,5742.23,Aradhya,Ramachandran,,"87/476, Chopra Street, Orai 682318",Nagpur,Mizoram,83.033419,,217652,Therapeutic radiographer,10-06-1956,83.020049,21.8861,0,4.00E+18
872718,02-12-2023 16:31,5.03882E+11,fraud_Dave-Kota Pvt Ltd,travel,2907.72,Ivana,Kale,M,"H.No. 569, Soman Street, Srikakulam-558996",Berhampur,Mizoram,34.9777565,,924856,,8/21/1943,34.995506,160.600613,1,-3.05E+18
314303,11/27/2023 14:53,3.48516E+14,"fraud_Kari, Borde and Lanka Pvt Ltd",online_shopping,1174.31,Ivan,Boase,F,"H.No. 031, Jha Zila, Jehanabad 331284",,Maharashtra,,146.978552,347273,Ophthalmologist,4/25/1964,-84.643852,146.979501,1,-2.91E+18
173151,3/31/2024 11:52,3.46486E+14,,travel,9299.57,Aradhya,Dyal,M,"H.No. 367, Rege Chowk, Howrah 598663",Bikaner,Kerala,-52.5128385,-3.37881,987989,Land,11-02-1939,-52.521642,-3.394619,0,-1.68E+18
936747,11/18/2022 15:36,4.02309E+15,fraud_Kale PLC Pvt Ltd,entertainment,4945.28,Ishita,Kari,M,"28, Hayre Marg, Bhubaneswar 620592",Rampur,Jharkhand,-38.902095,-114.271645,788372,"Biochemist, clinical",,-38.889849,-114.281905,1,3.62E+18
566016,5/16/2023 12:49,4.40E+18,fraud_Ganesan-Mannan Pvt Ltd,online_shopping,7850.53,Shaan,Sule,F,"H.No. 700, Babu Chowk, Baranagar-524511",Udupi,Karnataka,-3.8663785,115.067332,550381,Geophysicist/field seismologist,01-07-1957,-3.876539,115.081001,1,-2.34E+18
615063,4/25/2022 18:30,4.95188E+15,fraud_Kumer LLC Pvt Ltd,travel,6340.55,Hrishita,Verma,,"665, Wali Path, Kota-836361",Sultan Pur Majra,Nagaland,36.7039035,-31.645979,411508,Metallurgist,10-10-1989,,-31.658643,0,5.73E+18
254439,,4.9445E+15,fraud_Dutt-Seshadri Pvt Ltd,travel,6275.84,Vardaniya,Borra,M,"55/68, Wable Chowk, Jalandhar 282759",Ambarnath,Andhra Pradesh,-79.8070295,-163.590162,942213,"Chemist, analytical",03-02-1974,-79.792345,-163.586334,0,5.15E+17
528656,3/27/2023 0:48,2.72038E+15,"fraud_Saini, Mahal and Batta Pvt Ltd",online_shopping,1767.67,Pihu,Kumar,M,"02/64, Subramaniam Circle, Akola-929932",Alwar,Karnataka,45.2897005,,212886,Proofreader,,45.299867,,1,6.06E+18
859846,04-12-2023 10:36,3.5739E+15,"fraud_Dada, Chokshi and Kulkarni Pvt Ltd",online_shopping,4552.75,Saksham,Bansal,M,"H.No. 55, Agarwal Nagar, Miryalaguda-766028",Morena,Jharkhand,-66.1159485,134.062572,556006,Tour manager,10-07-1997,-66.132736,134.058921,0,-5.91E+18
966493,,60443742816,"fraud_Gandhi, Bhattacharyya and Roy Pvt Ltd",entertainment,9364.33,,Kanda,M,"26/043, Sundaram Ganj, Vasai-Virar-058891",Firozabad,Arunachal Pradesh,-39.446035,150.172028,792751,Ceramics designer,7/30/1943,-39.447123,150.161201,0,-5.43E+18
326898,03-04-2023 06:23,4.33441E+15,"fraud_Dey, Cheema and Ramesh Pvt Ltd",travel,1407.04,Taimur,Krishna,F,"19/89, Agrawal Zila, Ahmednagar 445978",Berhampur,Maharashtra,-26.7434165,,387896,Product manager,11/29/1943,-26.73943,-155.316622,1,-4.15E+18
731203,7/18/2022 14:19,2.23144E+15,"fraud_Srinivas, Arora and Venkataraman Pvt Ltd",travel,6221.5,Lavanya,Ramachandran,M,"10/22, Salvi, Karaikudi 680301",Panihati,Nagaland,29.3052055,-28.014069,397048,,3/18/1969,29.318421,-28.00893,1,4.89E+18
399856,4/25/2023 19:24,4.8805E+15,fraud_Ramesh-Chaudhari Pvt Ltd,fitness_and_medical,7241.17,Samiha,Roy,M,"49/792, Shanker Ganj, Gorakhpur 850262",Chandrapur,Chhattisgarh,80.4350785,-146.59328,709687,TEFL teacher,4/15/1949,80.437231,-146.612827,0,-2.96E+16
381139,6/26/2023 11:42,6.59054E+15,fraud_Lalla PLC Pvt Ltd,travel,7275.83,Kartik,Kari,F,"47/53, Deep, Guna 421413",,Manipur,79.30338,-12.382926,912000,Broadcast journalist,3/27/1943,79.310886,-12.38672,0,5.30E+18
442314,4/29/2022 5:17,4.92E+12,"fraud_Kade, Chawla and Keer Pvt Ltd",online_shopping,8860.76,Adira,Bobal,F,"417, Garde Ganj, Jammu 639186",Ghaziabad,Karnataka,79.492333,17.088825,818689,,2/14/1952,79.501562,17.075401,0,6.59E+18
579183,11-07-2022 15:17,3.01732E+13,fraud_Dua-Savant Pvt Ltd,fitness_and_medical,4149.2,Ira,Buch,M,"50, Koshy Circle, Dehri 098291",Siwan,Haryana,-74.848223,-14.958361,193137,"Teacher, primary school",11/22/1945,-74.864731,-14.973647,0,2.82E+18
459941,10-06-2022 23:10,3.7673E+14,fraud_Gara Ltd Pvt Ltd,online_shopping,4844.46,Navya,Dhar,M,"653, Korpal Chowk, Bellary-511893",Motihari,Assam,84.267862,55.670045,75153,Consulting civil engineer,,84.257491,55.661381,1,-5.24E+18
260479,06-02-2023 00:15,4.53769E+15,fraud_Dugal Ltd Pvt Ltd,online_shopping,2748.3,Nirvi,Mani,,"443, Sahni Marg, Moradabad-895380",Ahmedabad,Manipur,72.9182075,-36.424384,427240,Plant breeder/geneticist,9/15/1939,72.935822,-36.42694,1,7.41E+18
879896,12-03-2022 02:09,3.85626E+13,,entertainment,1878.2,Emir,Mani,F,"H.No. 751, Dua Nagar, Bhiwani 516914",Avadi,Gujarat,20.2990965,5.592043,295570,Police officer,11/19/1976,20.284149,5.610276,1,-6.39E+18
501307,8/15/2022 7:48,3.53726E+15,fraud_Chander-Subramaniam Pvt Ltd,entertainment,848.78,Devansh,Balasubramanian,F,"312, Devan Zila, Ambarnath-774760",Berhampur,Rajasthan,-41.943569,-34.37259,,"Scientist, research (life sciences)",6/17/1990,-41.944743,-34.379422,0,5.70E+18
437812,3/27/2024 8:29,4.33357E+12,fraud_Hans Ltd Pvt Ltd,travel,6317.48,Gokul,Batra,,"005, Acharya Zila, Shivpuri 868436",Madanapalle,Uttarakhand,-61.5512355,136.008529,551443,Risk analyst,10-01-1987,-61.567878,136.004855,0,-3.48E+17
562445,10-03-2022 11:46,4.42E+18,fraud_Vora Inc Pvt Ltd,entertainment,,Amira,Gade,F,"472, Jani Road, Gandhidham 556861",Kurnool,Assam,55.728704,59.239415,365650,Dancer,7/28/1961,55.721793,59.225796,,
356660,02-04-2024 12:30,,,fitness_and_medical,676.93,Stuvan,Kaur,F,"17/963, Johal Ganj, Hapur 592003",Amravati,Chhattisgarh,-24.196154,,730175,,5/25/1944,-24.201882,,1,
994565,12/22/2022 0:12,3.50711E+15,"fraud_Bawa, Saini and Viswanathan Pvt Ltd",entertainment,9157.91,Kiara,Sani,M,"H.No. 86, Andra Path, Allahabad 579721",Satara,Kerala,69.861613,-2.25597,421734,"Psychotherapist, child",6/14/1993,69.875524,-2.249935,1,6.53E+18
253231,08-02-2023 16:53,,,entertainment,8223.16,Kiara,Dara,M,,,Tamil Nadu,-11.3678165,-90.490415,163390,Horticultural consultant,,-11.350156,-90.495683,0,-6.47E+18
851186,08-11-2022 03:39,6.39094E+11,,entertainment,9809.51,Charvi,Ghose,M,"H.No. 469, Swamy Path, Bareilly-544025",Durg,Chhattisgarh,-55.1792845,115.994465,58424,Telecommunications researcher,1/13/2005,-55.190931,116.004745,1,7.07E+18
214411,7/25/2022 21:27,3.54257E+15,"fraud_Khatri, Wadhwa and Gala Pvt Ltd",online_shopping,9472.65,Dhruv,Tripathi,M,"H.No. 174, Ravi Path, Patna 817877",Ahmedabad,Goa,62.07529,111.960232,653184,"Engineer, building services",7/27/1997,62.064701,111.955205,1,5.27E+18
172096,02-07-2023 19:12,3.05415E+13,fraud_Sami-Devan Pvt Ltd,fitness_and_medical,6925.05,Nehmat,Lanka,F,"H.No. 975, Amble Zila, Dhule 836017",Jorhat,Meghalaya,-43.796401,-167.898737,20167,Osteopath,06-06-1940,-43.793736,-167.910563,0,-3.77E+18
602273,9/23/2022 0:26,6.54594E+15,fraud_Shere-Garde Pvt Ltd,online_shopping,6522.83,Divyansh,,F,"26, Savant Chowk, Ahmedabad 307858",Bahraich,Haryana,,-131.601776,501109,Tree surgeon,10/27/1953,23.251368,-131.61348,0,7.36E+18
458535,4/15/2023 4:01,3.40139E+14,"fraud_Din, Anne and Borde Pvt Ltd",,6827.46,Gokul,Venkataraman,F,"H.No. 37, Ganesh Marg, Ozhukarai 754068",Ratlam,Arunachal Pradesh,-24.1429685,150.262083,579161,Education administrator,,-24.137347,150.259106,1,7.15E+18
764870,12/15/2023 5:48,3.5425E+15,fraud_Kata LLC Pvt Ltd,online_shopping,9363.93,Indrajit,Vig,F,"706, Yadav Ganj, Ahmedabad-534218",Kishanganj,Karnataka,-26.305154,-174.047737,,Chartered public finance accountant,6/28/1983,-26.317859,-174.063469,1,-4.78E+17
141603,2/27/2023 8:18,3.4494E+14,"fraud_Bhavsar, Krishnan and Walia Pvt Ltd",online_shopping,4552.11,Rania,Balan,M,"944, Sant, Madhyamgram-867513",Kadapa,Tripura,-38.605023,-151.654015,584897,Forensic psychologist,3/18/1961,-38.592074,-151.671776,0,-7.30E+18
167447,4/24/2022 3:47,,,travel,6434.21,Devansh,Cherian,F,"97/620, Gokhale Path, Imphal-925076",Bhimavaram,Goa,-54.226763,-114.242605,340004,Farm manager,03-05-1988,-54.244702,-114.248365,1,6.41E+18
547650,,4.33E+18,fraud_Wagle-Mammen Pvt Ltd,fitness_and_medical,7808.89,Vardaniya,Viswanathan,M,"14, Kothari Marg, Bongaigaon 131521",Eluru,Andhra Pradesh,25.2287595,-39.521415,872911,Systems analyst,11/25/1947,25.246856,-39.50202,0,7.08E+18
942161,08-11-2022 12:28,5.76517E+11,fraud_Madan-Varkey Pvt Ltd,entertainment,9918.18,Mahika,Gara,F,"71/480, Kade Zila, Jamnagar 891818",Mumbai,Punjab,-50.0006625,-37.046619,36426,Armed forces training and education officer,07-10-1952,-50.018401,-37.053087,0,-7.36E+18
586378,7/26/2022 4:17,3.55077E+15,"fraud_Jain, Sem and Thaker Pvt Ltd",travel,1149.95,Adira,,F,"68/923, Bedi Circle, Belgaum 595503",Bhavnagar,Tripura,-68.5700725,-25.218484,868094,Probation officer,05-12-1982,-68.572433,-25.212044,0,-8.37E+18
970970,5/23/2022 2:28,,fraud_Kade and Sons Pvt Ltd,online_shopping,4346.33,Dishani,Sanghvi,M,"84/74, Sibal Ganj, Ambattur 304534",,Mizoram,,-26.465376,276638,Adult guidance worker,12-05-1987,24.399995,,0,1.03E+18
160941,12-04-2023 17:52,3.74027E+14,fraud_Malhotra-Ahluwalia Pvt Ltd,fitness_and_medical,1085.91,Keya,Suresh,F,"499, Deo Ganj, Hapur-146239",Parbhani,Madhya Pradesh,,-109.871435,653224,,04-11-1966,-70.578795,-109.855681,0,-7.90E+18
860939,,4.17E+18,fraud_Rajan Inc Pvt Ltd,entertainment,5470.96,Seher,,F,"H.No. 288, Bali Ganj, Nagaon-747705",Bareilly,Tripura,-34.959823,-73.106223,989642,Operations geologist,1/29/1990,-34.942337,-73.091922,1,4.39E+18
220098,5/29/2022 2:50,3.78907E+14,fraud_Venkatesh Ltd Pvt Ltd,online_shopping,7481.89,Mishti,Raval,F,"95, Rajagopal Street, Purnia 432394",Pondicherry,Tamil Nadu,-32.0779085,150.270102,960173,,06-02-1939,-32.066584,150.264706,0,-2.18E+18
624221,02-07-2023 20:50,4.03E+18,fraud_Lad-Mahajan Pvt Ltd,entertainment,1869.38,Ojas,Taneja,F,"H.No. 338, Kamdar Circle, Kolkata 307667",Thane,Rajasthan,40.7194355,51.282005,532874,Air traffic controller,7/13/1946,40.73385,,1,-8.46E+18
245338,01-11-2024 07:58,2.25762E+15,"fraud_Kakar, Borde and Borra Pvt Ltd",fitness_and_medical,8156.97,Aarav,Thaman,M,"H.No. 216, Dyal Road, Tumkur-515518",Ballia,Telangana,1.4086705,90.460651,555803,"Editor, film/video",2/24/1979,1.394847,90.480218,0,7.72E+18
370509,8/30/2022 20:35,4.90013E+12,"fraud_Roy, Vora and Khare Pvt Ltd",online_shopping,5730.37,,Gara,F,"239, Vora Circle, Mathura 239820",Agra,Sikkim,-22.634171,63.49368,772581,Recruitment consultant,03-01-1979,-22.617303,63.498309,1,-3.51E+18
545857,11-09-2023 07:22,3.05933E+13,fraud_Kapoor and Sons Pvt Ltd,entertainment,7391.11,Jayan,Shan,M,"H.No. 06, Barad Marg, Varanasi 218755",Howrah,Punjab,32.2328955,61.340184,962994,"Surveyor, hydrographic",5/31/1954,32.232252,61.34829,1,-6.60E+18
,7/20/2023 9:15,5.18888E+15,fraud_Sundaram LLC Pvt Ltd,online_shopping,9560.09,Shanaya,Garg,M,"96/38, Bajaj Zila, Gopalpur-304454",Kollam,Mizoram,64.514433,-89.676665,932095,Clinical psychologist,12/16/1984,64.506493,-89.683451,0,2.43E+18
567578,8/20/2023 0:20,3.58464E+15,"fraud_Chawla, Choudhary and Golla Pvt Ltd",online_shopping,4225.45,Yuvraj ,Bhardwaj,F,"77, Mani Circle, Deoghar-409706",Anand,Manipur,19.5474055,-37.965888,804896,"Teacher, music",08-04-2005,19.543969,-37.974026,0,4.73E+18
717469,06-03-2023 10:11,3.71549E+14,"fraud_Rastogi, Kulkarni and Jhaveri Pvt Ltd",fitness_and_medical,2754.94,Shray,Biswas,M,"28/471, Aurora Road, Ujjain-285362",Dibrugarh,Telangana,83.385745,-132.687598,520896,Aeronautical engineer,10/30/1984,83.400363,-132.681485,0,-8.66E+18
937259,10/15/2023 8:07,3.56823E+15,fraud_Swaminathan LLC Pvt Ltd,online_shopping,4702,Anahi,Bhargava,M,"H.No. 57, Dalal Path, Dhanbad-902458",Korba,Tamil Nadu,-26.952317,103.089541,245535,Arts development officer,,-26.941662,103.085169,0,5.47E+18
671845,9/17/2023 15:42,4.90E+18,,online_shopping,2000.4,Manikya,Sarin,F,"H.No. 438, Varty Ganj, Begusarai-197576",Nagpur,Kerala,7.312827,-171.304687,624089,,05-02-1975,7.316318,-171.315548,1,7.30E+18
429496,12/17/2023 7:16,4.39501E+15,"fraud_Som, Loke and Mangal Pvt Ltd",online_shopping,432.21,Abram,Bhatt,F,"062, Saxena Chowk, Vellore-615968",Gulbarga,Bihar,24.3517755,17.587026,542482,Engineering geologist,1/29/1948,24.352149,17.596874,1,-6.37E+18
941583,10-02-2022 22:46,4.80E+18,"fraud_Shan, Venkataraman and Tank Pvt Ltd",online_shopping,5479.84,Nitya,Sur,,"802, Saini Zila, Muzaffarpur 631737",Hyderabad,Kerala,33.9049275,-143.357776,,Garment/textile technologist,11/22/1955,33.91449,-143.374157,1,-4.47E+18
535677,3/15/2024 3:26,5.3524E+15,fraud_Devan-Date Pvt Ltd,fitness_and_medical,1980.75,Ojas,Bhatia,F,"84/21, Krish Zila, Patiala-247111",Srikakulam,Sikkim,85.6327695,-149.918241,566056,"Accountant, chartered management",01-03-1964,85.649385,-149.920825,1,-3.47E+18
633825,3/24/2024 10:37,4.80945E+15,"fraud_Chaudhuri, Dara and Vora Pvt Ltd",entertainment,3859.14,Onkar,Sheth,F,"H.No. 770, Dada Street, Asansol 448709",Jorhat,Arunachal Pradesh,-57.638663,-119.590901,555601,Politician's assistant,05-01-1976,-57.645109,-119.609513,1,
560103,05-07-2022 11:24,4.96579E+12,"fraud_Solanki, Swaminathan and Sarraf Pvt Ltd",fitness_and_medical,2714.89,Sana,Dube,M,"96, Mahajan Chowk, Adoni 199017",Bokaro,Sikkim,51.7422085,-18.060086,334278,Adult guidance worker,2/17/1957,51.726438,-18.05395,0,3.24E+18
637925,02-02-2023 22:22,3.50994E+15,"fraud_Sarkar, Mammen and Gera Pvt Ltd",fitness_and_medical,5545.06,Eshani,Lalla,M,"470, Dhillon Path, Ulhasnagar 709402",Danapur,,-31.1518735,-94.454599,644385,Ceramics designer,,-31.168637,-94.450294,0,-2.09E+18
698971,2/14/2023 12:09,4.45E+18,fraud_Dugal PLC Pvt Ltd,travel,7391.58,Aaryahi,,F,"13, Mani Street, Erode 308923",Jabalpur,Chhattisgarh,62.558773,-65.773914,21235,"Geneticist, molecular",3/21/1940,62.573453,-65.789444,0,-3.46E+18
596098,07-08-2023 15:33,6.01111E+15,fraud_Din Ltd Pvt Ltd,,4680.19,Pranay,Gera,M,"20/44, Sarna Marg, Ichalkaranji-367844",Khandwa,Jharkhand,11.3734685,85.654722,113895,Waste management officer,09-08-1983,,85.653218,1,6.12E+17
883687,12/28/2023 0:19,3.48105E+14,fraud_Tripathi-Karpe Pvt Ltd,travel,7629.93,Ranbir,Bora,F,"85/219, Ramesh Nagar, Pondicherry 277735",Giridih,Tamil Nadu,-21.869776,119.270024,412215,Theatre stage manager,2/16/1954,,119.279956,0,-8.42E+18
652042,10/24/2023 18:12,4.57E+18,"fraud_Andra, Walia and Suri Pvt Ltd",entertainment,7293.97,Lakshay,Bava,M,"H.No. 85, Biswas Zila, Noida-363987",Raiganj,Sikkim,82.109083,-63.194746,804888,"Administrator, charities/voluntary organisations",11/29/2005,82.117448,,1,3.73E+18
954667,10/20/2022 7:30,3.41097E+14,,online_shopping,3702.2,,Tank,M,"H.No. 73, Chandra Nagar, Parbhani 108883",,Mizoram,41.3165765,52.765368,675604,"Administrator, charities/voluntary organisations",,41.315856,52.777245,0,5.04E+18
184746,11-09-2022 19:11,1.80099E+14,"fraud_Koshy, Kadakia and Yadav Pvt Ltd",entertainment,6378.34,Farhan,Lad,M,"05/58, Ramakrishnan, Gwalior 751220",Delhi,Rajasthan,,122.135769,225042,Higher education lecturer,2/16/1971,-62.492607,122.117491,,-2.05E+18
437343,02-04-2024 11:29,4.85486E+15,fraud_Dhar-Bath Pvt Ltd,fitness_and_medical,9815.23,Purab,Bir,M,,Fatehpur,Chhattisgarh,-37.108358,11.76196,297665,Paediatric nurse,,,11.745705,0,-8.86E+18
108047,06-07-2023 22:11,5.01893E+11,"fraud_Andra, Dugar and Rastogi Pvt Ltd",entertainment,2828.15,Dhanuk,Saini,F,"H.No. 222, Aggarwal Ganj, Kamarhati-394568",Nangloi Jat,Uttarakhand,-80.6362715,-179.382674,,Chief Financial Officer,,-80.638853,-179.388975,0,-7.06E+18
967088,5/29/2022 0:05,3.72904E+14,fraud_Kota and Sons Pvt Ltd,online_shopping,,Himmat,,,"49/85, De Ganj, Ambala-664208",Erode,Kerala,10.7406925,31.003317,571784,Haematologist,,10.75259,30.985071,0,-3.52E+18
,3/18/2024 5:49,6.55557E+15,"fraud_Kale, Wable and Hans Pvt Ltd",entertainment,4343.1,Nishith,Chander,M,"H.No. 12, Luthra Ganj, Singrauli 180000",Raichur,Rajasthan,58.8204605,126.183802,270031,Actuary,08-04-1946,,126.203165,1,2.67E+18
550679,3/28/2023 10:18,6.76308E+11,,travel,9124.27,Zaina,Korpal,M,"34/550, Shan Marg, Maheshtala-128496",Pimpri-Chinchwad,Goa,,156.939265,978399,Museum/gallery curator,11-06-1974,,156.944576,1,2.10E+18
140648,07-03-2023 16:57,4.51E+18,fraud_Bhattacharyya-Madan Pvt Ltd,online_shopping,,Divit,Rama,M,"H.No. 975, Bhat Zila, Sangli-Miraj & Kupwad 637252",Hajipur,Sikkim,-55.494977,22.148528,230767,"Education officer, community",02-05-1952,-55.499085,22.147907,1,-6.18E+18
287262,4/23/2022 16:42,3.50542E+15,"fraud_Khatri, Sridhar and Rattan Pvt Ltd",online_shopping,848.98,Tarini,Zacharia,,"H.No. 543, Kannan Chowk, Kavali-160742",Durg,Goa,-11.0172305,26.966537,676529,"Teacher, special educational needs",10/21/1939,-10.998109,26.969267,1,-7.60E+18
,,5.76647E+11,fraud_Kar-Kade Pvt Ltd,entertainment,7522.15,Hridaan,Rama,M,"39, Sarma Nagar, Rajkot-008091",Gurgaon,,-13.2563225,,886606,,5/13/1992,-13.241813,-65.75791,0,-2.44E+18
112848,4/21/2022 6:29,4.8648E+15,fraud_Kurian-Ramesh Pvt Ltd,entertainment,657.18,Badal,Garde,,"H.No. 573, Karan Nagar, Gwalior-862506",Kamarhati,Maharashtra,-70.279797,-31.031713,49986,Commercial/residential surveyor,09-05-1997,-70.28452,-31.03677,0,-9.08E+16
525195,8/24/2023 0:48,3.48354E+14,fraud_Rajagopalan-Ravi Pvt Ltd,travel,7774.54,Anika,Barad,M,"858, Baria Circle, Adoni-547442",Vellore,,-13.179847,-51.270283,112136,Armed forces logistics/support/administrative officer,11/22/2000,-13.162916,-51.286229,1,5.34E+18
863642,,2.26331E+15,fraud_Keer Ltd Pvt Ltd,entertainment,2902.48,Advik,Saini,,"H.No. 878, Guha Nagar, Jalna 684606",Tirupati,Bihar,-28.6331755,149.7536,378228,Retail manager,,,149.739846,1,-3.32E+18
